# scenario_id: 20
# description: Forward fall when trying to sit down
# age: 32
# height_m: 1.75
# sex: male
# weight_kg: 80.0
t,ax,ay,az,gx,gy,gz,pelvis_z,pelvis_vx,impact_n,accel_mag,fall
16.69,0.11534,0.15421,-9.75057,0.01942,-0.00167,-0.00237,0.08539,0.00146,0.0,9.75247,1
16.7,0.10998,0.14378,-9.75642,0.02094,-0.00242,-0.00479,0.0854,0.00159,0.0,9.7581,1
16.71,0.10908,0.15103,-9.75024,0.01987,-0.00228,-0.00277,0.08539,0.00138,0.0,9.75202,1
16.72,0.10817,0.15828,-9.74406,0.0188,-0.00215,-0.00075,0.08538,0.00117,0.0,9.74594,1
16.73,0.10727,0.16552,-9.73787,0.01773,-0.00201,0.00126,0.08537,0.00096,0.0,9.73987,1
16.74,0.1007,0.16708,-9.73657,0.01761,-0.00198,0.00207,0.08536,0.00084,0.0,9.73852,1
16.75,0.09131,0.1658,-9.7377,0.01796,-0.002,0.00228,0.08536,0.00078,0.0,9.73954,1
16.76,0.08191,0.16452,-9.73883,0.01832,-0.00201,0.00248,0.08535,0.00071,0.0,9.74057,1
16.77,0.07155,0.16167,-9.73958,0.01837,-0.00217,0.00266,0.08534,0.00065,0.0,9.74119,1
16.78,0.05925,0.15568,-9.73956,0.0178,-0.0026,0.00278,0.08532,0.00058,0.0,9.74099,1
16.79,0.04695,0.14969,-9.73955,0.01723,-0.00304,0.00291,0.08531,0.00051,0.0,9.74081,1
16.8,0.03465,0.1437,-9.73953,0.01666,-0.00347,0.00304,0.0853,0.00045,0.0,9.74065,1
16.81,0.04244,0.15037,-9.74721,0.01575,-0.00229,0.00375,0.08529,0.00068,0.0,9.74846,1
16.82,0.05023,0.15704,-9.75489,0.01484,-0.00111,0.00446,0.08527,0.00091,0.0,9.75628,1
16.83,0.05802,0.16371,-9.76257,0.01393,7e-05,0.00517,0.08526,0.00114,0.0,9.76412,1
16.84,0.05932,0.16423,-9.76126,0.01272,0.00193,0.00446,0.08524,0.00114,0.0,9.76282,1
16.85,0.05737,0.16168,-9.75546,0.01137,0.00412,0.00304,0.08521,0.00102,0.0,9.75696,1
16.86,0.05541,0.15912,-9.74965,0.01001,0.00631,0.00162,0.08519,0.0009,0.0,9.7511,1
16.87,0.05812,0.16112,-9.74937,0.0092,0.00774,0.00075,0.08517,0.00093,0.0,9.75088,1
16.88,0.07017,0.17225,-9.76015,0.00947,0.00766,0.00097,0.08518,0.00125,0.0,9.76193,1
16.89,0.08221,0.18337,-9.77094,0.00973,0.00758,0.0012,0.08518,0.00158,0.0,9.773,1
16.9,0.09425,0.19449,-9.78172,0.01,0.0075,0.00143,0.08518,0.0019,0.0,9.78411,1
16.91,0.1047,0.18798,-9.78546,0.01021,0.00595,0.00153,0.08517,0.0016,0.0,9.78782,1
16.92,0.11514,0.18146,-9.78919,0.01043,0.00439,0.00162,0.08516,0.00129,0.0,9.79155,1
16.93,0.12558,0.17495,-9.79293,0.01064,0.00284,0.00172,0.08514,0.00099,0.0,9.7953,1
16.94,0.12913,0.17087,-9.79317,0.01042,0.00148,0.00231,0.08513,0.0009,0.0,9.79551,1
16.95,0.12924,0.16801,-9.79167,0.00998,0.00021,0.00314,0.08512,0.00091,0.0,9.79396,1
16.96,0.12935,0.16516,-9.79016,0.00954,-0.00105,0.00398,0.08511,0.00092,0.0,9.79241,1
16.97,0.13219,0.16306,-9.7885,0.00956,-0.00208,0.00516,0.08509,0.00101,0.0,9.79075,1
16.98,0.1405,0.16249,-9.78652,0.0105,-0.00262,0.00702,0.08508,0.00123,0.0,9.78888,1
16.99,0.14882,0.16192,-9.78455,0.01144,-0.00317,0.00889,0.08506,0.00144,0.0,9.78702,1
17.0,0.15713,0.16135,-9.78257,0.01238,-0.00371,0.01076,0.08504,0.00166,0.0,9.78516,1
17.01,0.15767,0.17617,-9.78521,0.01306,-0.00119,0.01043,0.08501,0.00232,0.0,9.78807,1
17.02,0.15821,0.19099,-9.78786,0.01374,0.00133,0.01011,0.08498,0.00298,0.0,9.791,1
17.03,0.15874,0.20581,-9.7905,0.01441,0.00385,0.00979,0.08495,0.00365,0.0,9.79395,1
17.04,0.15467,0.20124,-9.78648,0.01528,0.00387,0.0088,0.08494,0.00328,0.0,9.78977,1
17.05,0.14829,0.18698,-9.77912,0.01625,0.00265,0.00747,0.08494,0.00239,0.0,9.78203,1
17.06,0.14192,0.17271,-9.77175,0.01722,0.00142,0.00615,0.08494,0.00151,0.0,9.77431,1
17.07,0.13637,0.16386,-9.76764,0.01832,0.0002,0.00536,0.08494,0.00091,0.0,9.76996,1
17.08,0.13247,0.16585,-9.77001,0.01971,-0.00104,0.00564,0.08494,0.0009,0.0,9.77231,1
17.09,0.12857,0.16784,-9.77238,0.0211,-0.00228,0.00591,0.08493,0.0009,0.0,9.77467,1
17.1,0.12467,0.16983,-9.77475,0.02249,-0.00351,0.00619,0.08493,0.00089,0.0,9.77702,1
17.11,0.11299,0.17375,-9.77604,0.02221,-0.00346,0.00798,0.08491,0.00094,0.0,9.77823,1
17.12,0.10131,0.17766,-9.77732,0.02193,-0.00342,0.00976,0.0849,0.00099,0.0,9.77946,1
17.13,0.08963,0.18158,-9.77861,0.02165,-0.00337,0.01154,0.08489,0.00105,0.0,9.7807,1
17.14,0.08963,0.1826,-9.78068,0.02134,-0.00337,0.01273,0.08487,0.00117,0.0,9.78279,1
17.15,0.09545,0.18217,-9.78314,0.02102,-0.00341,0.01362,0.08486,0.00132,0.0,9.7853,1
17.16,0.10128,0.18175,-9.78561,0.0207,-0.00344,0.01451,0.08484,0.00148,0.0,9.78782,1
17.17,0.10754,0.18226,-9.7889,0.02028,-0.00367,0.01521,0.08482,0.0015,0.0,9.79119,1
17.18,0.11468,0.18465,-9.79386,0.01967,-0.00432,0.01551,0.08481,0.00128,0.0,9.79627,1
17.19,0.12181,0.18704,-9.79882,0.01906,-0.00497,0.0158,0.08479,0.00105,0.0,9.80136,1
17.2,0.12895,0.18943,-9.80378,0.01845,-0.00561,0.0161,0.08477,0.00083,0.0,9.80646,1
17.21,0.12751,0.17258,-9.80739,0.01859,-0.00415,0.01377,0.08474,0.00098,0.0,9.80974,1
17.22,0.12607,0.15573,-9.811,0.01872,-0.00269,0.01144,0.08472,0.00114,0.0,9.81305,1
17.23,0.12463,0.13888,-9.81462,0.01886,-0.00123,0.00911,0.08469,0.00129,0.0,9.81639,1
17.24,0.12216,0.13281,-9.81672,0.01884,-1e-05,0.00975,0.08468,0.00125,0.0,9.81838,1
17.25,0.11918,0.13212,-9.81807,0.01875,0.0011,0.01187,0.08469,0.0011,0.0,9.81969,1
17.26,0.1162,0.13144,-9.81943,0.01866,0.0022,0.01399,0.08469,0.00095,0.0,9.82099,1
17.27,0.11219,0.13064,-9.81874,0.01839,0.00293,0.01541,0.08469,0.00083,0.0,9.82025,1
17.28,0.1061,0.12963,-9.81398,0.01777,0.00291,0.01542,0.08468,0.00075,0.0,9.81541,1
17.29,0.10001,0.12862,-9.80922,0.01715,0.00289,0.01544,0.08467,0.00067,0.0,9.81057,1
17.3,0.09392,0.12761,-9.80446,0.01653,0.00287,0.01545,0.08465,0.00059,0.0,9.80574,1
17.31,0.0807,0.13562,-9.80303,0.01603,0.00336,0.01463,0.08464,0.00065,0.0,9.8043,1
17.32,0.06747,0.14364,-9.80161,0.01552,0.00385,0.01381,0.08463,0.00071,0.0,9.80289,1
17.33,0.05425,0.15165,-9.80019,0.01501,0.00434,0.01299,0.08462,0.00078,0.0,9.80151,1
17.34,0.04331,0.15726,-9.80044,0.01528,0.00487,0.01159,0.08461,0.00071,0.0,9.8018,1
17.35,0.03352,0.16167,-9.80153,0.01593,0.00542,0.0099,0.0846,0.00058,0.0,9.80292,1
17.36,0.02373,0.16608,-9.80262,0.01659,0.00596,0.00822,0.08459,0.00044,0.0,9.80405,1
17.37,0.01893,0.16739,-9.80153,0.01617,0.00625,0.00685,0.08458,0.00038,0.0,9.80297,1
17.38,0.02412,0.16247,-9.79608,0.01363,0.00602,0.0061,0.08457,0.00044,0.0,9.79746,1
17.39,0.02931,0.15756,-9.79063,0.01108,0.00579,0.00535,0.08456,0.00051,0.0,9.79194,1
17.4,0.0345,0.15264,-9.78518,0.00854,0.00555,0.0046,0.08455,0.00057,0.0,9.78643,1
17.41,0.03852,0.15014,-9.78998,0.00898,0.00656,0.00356,0.08451,0.00077,0.0,9.79121,1
17.42,0.04253,0.14763,-9.79478,0.00942,0.00757,0.00253,0.08448,0.00096,0.0,9.79599,1
17.43,0.04654,0.14512,-9.79958,0.00987,0.00858,0.00149,0.08445,0.00115,0.0,9.80077,1
17.44,0.05077,0.14106,-9.81271,0.01058,0.00821,0.00032,0.08444,0.00114,0.0,9.81386,1
17.45,0.0551,0.13623,-9.83,0.01144,0.00715,-0.00092,0.08445,0.00103,0.0,9.8311,1
17.46,0.05943,0.1314,-9.84729,0.01229,0.00609,-0.00217,0.08446,0.00092,0.0,9.84835,1
17.47,0.05927,0.12819,-9.85517,0.01309,0.00519,-0.00264,0.08447,0.00083,0.0,9.85618,1
17.48,0.05013,0.12821,-9.84421,0.01381,0.0046,-0.00156,0.08446,0.00076,0.0,9.84517,1
17.49,0.041,0.12824,-9.83325,0.01453,0.00402,-0.00049,0.08446,0.00068,0.0,9.83417,1
17.5,0.03186,0.12826,-9.82229,0.01525,0.00343,0.00058,0.08445,0.00061,0.0,9.82318,1
17.51,0.03214,0.12385,-9.82943,0.01297,0.00304,0.00141,0.08443,0.00082,0.0,9.83026,1
17.52,0.03242,0.11943,-9.83656,0.01069,0.00265,0.00225,0.08441,0.00103,0.0,9.83734,1
17.53,0.03269,0.11501,-9.84369,0.00841,0.00226,0.00308,0.08439,0.00125,0.0,9.84442,1
17.54,0.03045,0.10887,-9.84783,0.00871,0.00083,0.00388,0.08438,0.00112,0.0,9.84848,1
17.55,0.02695,0.10187,-9.85048,0.0103,-0.00114,0.00468,0.08437,0.00083,0.0,9.85104,1
17.56,0.02345,0.09486,-9.85312,0.01189,-0.0031,0.00548,0.08435,0.00054,0.0,9.85361,1
17.57,0.02034,0.08883,-9.85655,0.01312,-0.0037,0.00619,0.08434,0.00043,0.0,9.85697,1
17.58,0.01802,0.08474,-9.86154,0.01363,-0.00158,0.00675,0.08432,0.00068,0.0,9.86192,1
17.59,0.0157,0.08066,-9.86653,0.01413,0.00054,0.0073,0.0843,0.00092,0.0,9.86687,1
17.6,0.01337,0.07657,-9.87152,0.01463,0.00266,0.00786,0.08428,0.00117,0.0,9.87183,1
17.61,0.02115,0.08392,-9.87383,0.01423,0.00255,0.00983,0.08428,0.00123,0.0,9.87421,1
17.62,0.02893,0.09126,-9.87615,0.01382,0.00245,0.0118,0.08428,0.00129,0.0,9.87661,1
17.63,0.0367,0.0986,-9.87846,0.01342,0.00235,0.01378,0.08428,0.00135,0.0,9.87902,1
17.64,0.03242,0.10287,-9.87331,0.01468,0.00204,0.01426,0.08427,0.00117,0.0,9.8739,1
17.65,0.02209,0.1056,-9.86443,0.01679,0.00162,0.014,0.08426,0.00088,0.0,9.86502,1
17.66,0.01177,0.10833,-9.85555,0.01889,0.0012,0.01373,0.08424,0.00058,0.0,9.85616,1
17.67,0.00889,0.10732,-9.85193,0.01978,0.00093,0.01251,0.08423,0.00032,0.0,9.85252,1
17.68,0.02088,0.0988,-9.85881,0.01821,0.00096,0.00936,0.08422,0.00017,0.0,9.85932,1
17.69,0.03287,0.09029,-9.86568,0.01664,0.00099,0.00622,0.08422,1e-05,0.0,9.86615,1
17.7,0.04487,0.08178,-9.87256,0.01507,0.00102,0.00307,0.08421,-0.00015,0.0,9.873,1
17.71,0.04219,0.08622,-9.86748,0.01578,0.001,0.00442,0.0842,-2e-05,0.0,9.86795,1
17.72,0.03951,0.09065,-9.8624,0.01649,0.00098,0.00576,0.08419,0.00011,0.0,9.8629,1
17.73,0.03683,0.09509,-9.85732,0.0172,0.00096,0.0071,0.08418,0.00024,0.0,9.85785,1
17.74,0.03255,0.09467,-9.85683,0.01771,0.00191,0.00781,0.08417,0.00038,0.0,9.85734,1
17.75,0.02746,0.09181,-9.85863,0.01813,0.00335,0.00821,0.08415,0.00051,0.0,9.8591,1
17.76,0.02238,0.08895,-9.86043,0.01855,0.00478,0.0086,0.08414,0.00065,0.0,9.86086,1
17.77,0.02113,0.0835,-9.85753,0.01948,0.00617,0.00922,0.08413,0.00079,0.0,9.85791,1
17.78,0.02758,0.07288,-9.84522,0.02142,0.00746,0.01031,0.0841,0.00092,0.0,9.84553,1
17.79,0.03403,0.06225,-9.8329,0.02336,0.00875,0.01139,0.08407,0.00105,0.0,9.83316,1
17.8,0.04047,0.05162,-9.82059,0.0253,0.01004,0.01247,0.08405,0.00119,0.0,9.82081,1
17.81,0.0295,0.05159,-9.82456,0.02569,0.00918,0.01322,0.08405,0.00121,0.0,9.82474,1
17.82,0.01852,0.05157,-9.82853,0.02608,0.00831,0.01396,0.08406,0.00124,0.0,9.82868,1
17.83,0.00754,0.05155,-9.83249,0.02646,0.00744,0.0147,0.08407,0.00126,0.0,9.83263,1
17.84,0.00914,0.05573,-9.83268,0.02524,0.00659,0.01544,0.08406,0.00118,0.0,9.83284,1
17.85,0.01702,0.06202,-9.83097,0.02321,0.00575,0.01617,0.08406,0.00104,0.0,9.83118,1
17.86,0.02491,0.06831,-9.82926,0.02118,0.00492,0.0169,0.08405,0.00089,0.0,9.82952,1
17.87,0.03045,0.07141,-9.82934,0.01903,0.00374,0.01761,0.08404,0.00071,0.0,9.82964,1
17.88,0.03129,0.06811,-9.833,0.01663,0.00191,0.01826,0.08403,0.00045,0.0,9.83328,1
17.89,0.03213,0.06481,-9.83666,0.01422,7e-05,0.01891,0.08402,0.00018,0.0,9.83692,1
17.9,0.03297,0.0615,-9.84032,0.01182,-0.00176,0.01956,0.08401,-8e-05,0.0,9.84057,1
17.91,0.02401,0.06387,-9.8332,0.01064,-0.00136,0.01929,0.084,3e-05,0.0,9.83344,1
17.92,0.01505,0.06624,-9.82608,0.00946,-0.00095,0.01903,0.08399,0.00014,0.0,9.82632,1
17.93,0.00609,0.06861,-9.81897,0.00828,-0.00055,0.01876,0.08398,0.00025,0.0,9.81921,1
17.94,0.00235,0.07872,-9.82401,0.00923,-0.00083,0.01846,0.08397,0.00036,0.0,9.82432,1
17.95,0.00121,0.09271,-9.83513,0.01124,-0.00146,0.01814,0.08395,0.00048,0.0,9.83556,1
17.96,8e-05,0.10669,-9.84625,0.01325,-0.00209,0.01781,0.08394,0.0006,0.0,9.84683,1
17.97,0.00119,0.11446,-9.85268,0.01372,-0.0022,0.01747,0.08393,0.00071,0.0,9.85335,1
17.98,0.00677,0.10981,-9.84975,0.01109,-0.00124,0.01707,0.08392,0.00081,0.0,9.85037,1
17.99,0.01235,0.10516,-9.84682,0.00847,-0.00029,0.01668,0.0839,0.00091,0.0,9.84739,1
18.0,0.01793,0.10051,-9.84388,0.00584,0.00066,0.01628,0.08389,0.00101,0.0,9.84441,1
18.01,0.01667,0.10071,-9.84056,0.00679,-0.0006,0.01428,0.08388,0.00075,0.0,9.84109,1
18.02,0.01541,0.10091,-9.83723,0.00774,-0.00186,0.01227,0.08387,0.00049,0.0,9.83776,1
18.03,0.01415,0.10112,-9.8339,0.00868,-0.00312,0.01027,0.08386,0.00024,0.0,9.83443,1
18.04,0.01949,0.10462,-9.83305,0.0098,-0.00339,0.01039,0.08384,0.00037,0.0,9.83362,1
18.05,0.02813,0.10977,-9.83343,0.011,-0.00316,0.01158,0.08382,0.00069,0.0,9.83408,1
18.06,0.03677,0.11492,-9.83381,0.0122,-0.00294,0.01277,0.0838,0.00102,0.0,9.83455,1
18.07,0.04269,0.12154,-9.83565,0.01293,-0.00233,0.01373,0.08379,0.00122,0.0,9.83649,1
18.08,0.04317,0.1311,-9.84042,0.01272,-0.00095,0.01424,0.08379,0.00118,0.0,9.84138,1
18.09,0.04364,0.14067,-9.84519,0.01251,0.00042,0.01475,0.08379,0.00113,0.0,9.84629,1
18.1,0.04412,0.15023,-9.84995,0.01229,0.00179,0.01526,0.08379,0.00109,0.0,9.8512,1
18.11,0.03633,0.14863,-9.84347,0.01011,0.00074,0.01313,0.08377,0.00104,0.0,9.84466,1
18.12,0.02853,0.14703,-9.83699,0.00792,-0.00031,0.01099,0.08375,0.00099,0.0,9.83813,1
18.13,0.02074,0.14543,-9.8305,0.00573,-0.00137,0.00885,0.08373,0.00094,0.0,9.8316,1
18.14,0.0238,0.13332,-9.82845,0.00619,-0.00143,0.0084,0.08372,0.00101,0.0,9.82938,1
18.15,0.03228,0.11595,-9.82861,0.00797,-0.001,0.00879,0.08372,0.00116,0.0,9.82934,1
18.16,0.04076,0.09858,-9.82876,0.00975,-0.00057,0.00919,0.08372,0.0013,0.0,9.82934,1
18.17,0.03993,0.08706,-9.83239,0.0118,-0.00048,0.00926,0.08372,0.00128,0.0,9.83285,1
18.18,0.02048,0.08724,-9.84294,0.01439,-0.00106,0.00871,0.08372,0.00093,0.0,9.84335,1
18.19,0.00102,0.08742,-9.85349,0.01697,-0.00165,0.00816,0.08372,0.00057,0.0,9.85388,1
18.2,-0.01844,0.08759,-9.86404,0.01956,-0.00223,0.00761,0.08372,0.00022,0.0,9.86445,1
18.21,-0.02031,0.08694,-9.85308,0.01627,-0.00036,0.00744,0.08371,0.00028,0.0,9.85348,1
18.22,-0.02217,0.08628,-9.84211,0.01298,0.00152,0.00728,0.0837,0.00035,0.0,9.84252,1
18.23,-0.02404,0.08563,-9.83115,0.00968,0.00339,0.00711,0.08369,0.00041,0.0,9.83155,1
18.24,-0.02863,0.07976,-9.82106,0.00799,0.00341,0.00774,0.08368,0.00046,0.0,9.82143,1
18.25,-0.03458,0.07129,-9.81142,0.00709,0.00251,0.00875,0.08367,0.00051,0.0,9.81174,1
18.26,-0.04052,0.06282,-9.80178,0.0062,0.00161,0.00977,0.08367,0.00056,0.0,9.80206,1
18.27,-0.04359,0.05468,-9.7959,0.00541,0.00151,0.01055,0.08366,0.00057,0.0,9.79615,1
18.28,-0.04091,0.0472,-9.79755,0.00485,0.003,0.01087,0.08365,0.00052,0.0,9.79775,1
18.29,-0.03822,0.03972,-9.7992,0.00428,0.00449,0.01119,0.08364,0.00047,0.0,9.79936,1
18.3,-0.03554,0.03224,-9.80086,0.00372,0.00599,0.01151,0.08363,0.00042,0.0,9.80097,1
18.31,-0.03235,0.04163,-9.79278,0.00297,0.00509,0.00927,0.08359,0.00044,0.0,9.79293,1
18.32,-0.02917,0.05102,-9.78471,0.00223,0.00419,0.00702,0.08356,0.00047,0.0,9.78489,1
18.33,-0.02599,0.0604,-9.77664,0.00149,0.0033,0.00478,0.08352,0.0005,0.0,9.77686,1
18.34,-0.01334,0.05429,-9.77769,0.00267,0.00364,0.00366,0.08351,0.00064,0.0,9.77785,1
18.35,0.00405,0.04042,-9.78329,0.0048,0.00461,0.0031,0.08353,0.00083,0.0,9.78337,1
18.36,0.02144,0.02656,-9.78889,0.00694,0.00558,0.00253,0.08354,0.00103,0.0,9.78895,1
18.37,0.03387,0.02295,-9.79342,0.00818,0.00578,0.00235,0.08355,0.00112,0.0,9.7935,1
18.38,0.0364,0.03986,-9.79581,0.00761,0.00444,0.00294,0.08355,0.00101,0.0,9.79596,1
18.39,0.03892,0.05677,-9.7982,0.00705,0.00311,0.00352,0.08355,0.00089,0.0,9.79844,1
18.4,0.04145,0.07368,-9.80059,0.00648,0.00177,0.00411,0.08355,0.00078,0.0,9.80096,1
18.41,0.04315,0.07319,-9.80411,0.00615,0.00053,0.00459,0.08353,0.00075,0.0,9.80448,1
18.42,0.04485,0.0727,-9.80763,0.00582,-0.00071,0.00507,0.08352,0.00072,0.0,9.80801,1
18.43,0.04655,0.07221,-9.81115,0.00549,-0.00194,0.00555,0.08351,0.00069,0.0,9.81153,1
18.44,0.04809,0.06533,-9.80709,0.00588,-0.00112,0.00473,0.0835,0.00069,0.0,9.80743,1
18.45,0.04955,0.05526,-9.79924,0.00662,0.00074,0.00326,0.08349,0.00071,0.0,9.79953,1
18.46,0.051,0.04518,-9.79139,0.00736,0.00259,0.0018,0.08348,0.00072,0.0,9.79163,1
18.47,0.0469,0.03974,-9.78554,0.00829,0.00441,0.00037,0.08346,0.00074,0.0,9.78573,1
18.48,0.0317,0.04358,-9.78368,0.00958,0.00615,-0.00097,0.08342,0.00076,0.0,9.78383,1
18.49,0.0165,0.04742,-9.78182,0.01087,0.00788,-0.00231,0.08338,0.00078,0.0,9.78195,1
18.5,0.0013,0.05126,-9.77995,0.01215,0.00962,-0.00365,0.08334,0.0008,0.0,9.78009,1
18.51,-0.00194,0.0531,-9.78996,0.01458,0.00969,-0.00077,0.08336,0.00098,0.0,9.79011,1
18.52,-0.00518,0.05494,-9.79997,0.017,0.00976,0.00211,0.08337,0.00116,0.0,9.80012,1
18.53,-0.00842,0.05678,-9.80997,0.01942,0.00984,0.00499,0.08338,0.00134,0.0,9.81014,1
18.54,-0.00737,0.05748,-9.81637,0.01951,0.01013,0.00607,0.08339,0.00128,0.0,9.81654,1
18.55,-0.00418,0.05762,-9.82097,0.01842,0.01053,0.00626,0.08339,0.0011,0.0,9.82114,1
18.56,-0.00098,0.05775,-9.82557,0.01734,0.01094,0.00645,0.08338,0.00092,0.0,9.82574,1
18.57,-0.0013,0.05662,-9.8285,0.01577,0.01116,0.00599,0.08338,0.00074,0.0,9.82866,1
18.58,-0.00865,0.05294,-9.8281,0.01325,0.01104,0.00423,0.08337,0.00055,0.0,9.82825,1
18.59,-0.01599,0.04926,-9.8277,0.01072,0.01092,0.00247,0.08336,0.00035,0.0,9.82784,1
18.6,-0.02333,0.04559,-9.82731,0.0082,0.0108,0.00071,0.08335,0.00016,0.0,9.82744,1
18.61,-0.02808,0.03723,-9.83734,0.00687,0.00978,0.00288,0.08335,0.00024,0.0,9.83745,1
18.62,-0.03283,0.02887,-9.84737,0.00553,0.00877,0.00505,0.08334,0.00032,0.0,9.84747,1
18.63,-0.03758,0.0205,-9.8574,0.0042,0.00775,0.00722,0.08333,0.0004,0.0,9.8575,1
18.64,-0.04101,0.0177,-9.85809,0.00461,0.00674,0.00669,0.08333,0.0003,0.0,9.85819,1
18.65,-0.04378,0.01767,-9.8541,0.00589,0.00573,0.00481,0.08332,0.00011,0.0,9.85422,1
18.66,-0.04655,0.01764,-9.85011,0.00717,0.00473,0.00292,0.08331,-8e-05,0.0,9.85024,1
18.67,-0.04459,0.02244,-9.84983,0.00778,0.00397,0.00128,0.0833,-0.00016,0.0,9.84996,1
18.68,-0.03318,0.03688,-9.85697,0.00704,0.00373,0.00011,0.0833,-2e-05,0.0,9.85709,1
18.69,-0.02177,0.05132,-9.8641,0.00631,0.00349,-0.00106,0.08329,0.00012,0.0,9.86426,1
18.7,-0.01035,0.06576,-9.87124,0.00557,0.00325,-0.00223,0.08328,0.00026,0.0,9.87146,1
18.71,-0.00594,0.05953,-9.85478,0.00775,0.00436,-0.00096,0.08325,0.00048,0.0,9.85496,1
18.72,-0.00152,0.0533,-9.83833,0.00992,0.00548,0.00031,0.08323,0.00069,0.0,9.83847,1
18.73,0.0029,0.04707,-9.82187,0.01209,0.00659,0.00158,0.0832,0.00091,0.0,9.82198,1
18.74,0.00874,0.04428,-9.81952,0.01309,0.00793,0.00244,0.0832,0.00097,0.0,9.81962,1
18.75,0.01529,0.04322,-9.82423,0.01349,0.0094,0.00309,0.08321,0.00095,0.0,9.82433,1
18.76,0.02185,0.04216,-9.82893,0.0139,0.01086,0.00374,0.08322,0.00092,0.0,9.82905,1
18.77,0.02147,0.0394,-9.83225,0.01422,0.01228,0.00358,0.08322,0.00083,0.0,9.83235,1
18.78,0.00722,0.03325,-9.83278,0.01435,0.01361,0.00178,0.08322,0.0006,0.0,9.83284,1
18.79,-0.00703,0.0271,-9.83331,0.01449,0.01495,-1e-05,0.08321,0.00037,0.0,9.83335,1
18.8,-0.02128,0.02094,-9.83385,0.01463,0.01628,-0.00181,0.08321,0.00014,0.0,9.83389,1
18.81,-0.01641,0.03345,-9.81934,0.0138,0.01619,-0.00042,0.0832,0.00038,0.0,9.81941,1
18.82,-0.01153,0.04595,-9.80483,0.01297,0.0161,0.00096,0.08319,0.00061,0.0,9.80495,1
18.83,-0.00665,0.05846,-9.79032,0.01214,0.01601,0.00234,0.08318,0.00085,0.0,9.7905,1
18.84,-0.00314,0.06065,-9.78477,0.01054,0.01649,0.00318,0.08317,0.00094,0.0,9.78496,1
18.85,-0.00032,0.0577,-9.7837,0.00856,0.01724,0.00375,0.08316,0.00097,0.0,9.78387,1
18.86,0.0025,0.05474,-9.78263,0.00657,0.018,0.00432,0.08314,0.001,0.0,9.78278,1
18.87,0.00303,0.05613,-9.78438,0.00556,0.01874,0.00439,0.08313,0.00093,0.0,9.78455,1
18.88,-0.00101,0.06621,-9.7918,0.00647,0.01945,0.00347,0.08314,0.00066,0.0,9.79203,1
18.89,-0.00505,0.0763,-9.79922,0.00739,0.02017,0.00255,0.08314,0.00038,0.0,9.79952,1
18.9,-0.00909,0.08638,-9.80664,0.00831,0.02088,0.00162,0.08315,0.0001,0.0,9.80702,1
18.91,-0.01143,0.08587,-9.80164,0.00864,0.01854,0.00157,0.08314,0.00041,0.0,9.80203,1
18.92,-0.01378,0.08537,-9.79665,0.00898,0.0162,0.00152,0.08313,0.00073,0.0,9.79703,1
18.93,-0.01612,0.08487,-9.79165,0.00931,0.01387,0.00147,0.08312,0.00104,0.0,9.79204,1
18.94,-0.01758,0.08363,-9.78974,0.00951,0.01143,0.00243,0.08312,0.00109,0.0,9.79011,1
18.95,-0.01858,0.08202,-9.78936,0.00965,0.00895,0.0039,0.08311,0.00102,0.0,9.78972,1
18.96,-0.01958,0.08042,-9.78899,0.00979,0.00647,0.00537,0.0831,0.00095,0.0,9.78934,1
18.97,-0.01943,0.08162,-9.78812,0.01018,0.00508,0.00684,0.08309,0.00088,0.0,9.78848,1
18.98,-0.01696,0.08844,-9.78628,0.01109,0.00588,0.0083,0.08308,0.00081,0.0,9.7867,1
18.99,-0.01449,0.09526,-9.78444,0.012,0.00668,0.00976,0.08307,0.00074,0.0,9.78492,1
19.0,-0.01202,0.10208,-9.78261,0.01291,0.00748,0.01123,0.08306,0.00067,0.0,9.78315,1
19.01,-0.01122,0.09762,-9.77123,0.01335,0.00825,0.00756,0.08303,0.00061,0.0,9.77173,1
19.02,-0.01041,0.09316,-9.75986,0.01379,0.00901,0.0039,0.083,0.00055,0.0,9.76031,1
19.03,-0.00961,0.0887,-9.74849,0.01423,0.00977,0.00024,0.08297,0.00049,0.0,9.7489,1
19.04,-0.01167,0.08559,-9.7463,0.01438,0.00998,0.0006,0.08297,0.00055,0.0,9.74668,1
19.05,-0.01517,0.08315,-9.74869,0.01438,0.00992,0.00298,0.08298,0.00065,0.0,9.74906,1
19.06,-0.01866,0.0807,-9.75109,0.01438,0.00985,0.00536,0.08299,0.00076,0.0,9.75144,1
19.07,-0.01924,0.07714,-9.75432,0.01403,0.00963,0.00677,0.083,0.00081,0.0,9.75464,1
19.08,-0.01397,0.07135,-9.75921,0.013,0.00907,0.00623,0.083,0.00073,0.0,9.75948,1
19.09,-0.00871,0.06556,-9.7641,0.01196,0.00851,0.0057,0.08299,0.00066,0.0,9.76433,1
19.1,-0.00344,0.05977,-9.76899,0.01093,0.00795,0.00517,0.08299,0.00059,0.0,9.76918,1
19.11,-0.0089,0.04882,-9.77305,0.0111,0.0037,0.007,0.08298,0.00033,0.0,9.77317,1
19.12,-0.01435,0.03786,-9.7771,0.01126,-0.00055,0.00883,0.08298,7e-05,0.0,9.77719,1
19.13,-0.01981,0.02691,-9.78116,0.01143,-0.0048,0.01066,0.08297,-0.00019,0.0,9.78122,1
